Date,YR,MN,DY,START ,STOP,STATUS,JDAY,TEMP,TEMPC,DENSITY,LOBSTER,SEX,CL,PL,PLC,PLC2,PL2,INC,INT,NINT,VAR,I
27/10/1995,95,10,27,278,300,1,300,27,-1,1,60,1,16.5,15,-31.8,1008.540712,225,1.5,22,22,0.770547945,0.75
21/11/1995,95,11,21,300,325,1,325,28,0,1,60,1,19,16.5,-30.3,915.5181217,272.25,2.5,25,25,0.932363014,0.76
18/12/1995,95,12,18,325,352,1,352,28,0,1,60,1,22,19,-27.8,770.4804717,361,3,27,27,1.23630137,0.814814815
8/1/1996,96,1,8,352,373,1,373,27,-1,1,60,1,26.5,22,-24.8,612.9352917,484,4.5,21,21,1.657534247,1.261904762
20/3/1996,96,3,20,373,445,1,445,27,-1,2,60,1,38.3,26.5,-20.3,410.3675217,702.25,11.8,72,72,2.404965753,0.531944444
10/9/1996,96,9,10,445,619,1,619,26,-2,0,60,1,60,38.3,-8.5,71.5298137,1466.89,21.7,174,174,5.02359589,0.344827586
5/12/1996,96,12,5,619,705,1,705,26,-2,0,60,1,72,60,13.2,175.3630117,3600,12,86,86,12.32876712,0.837209302
20/2/1997,97,2,20,705,782,1,782,28,0,2,60,1,77.5,72,25.2,637.1822917,5184,5.5,77,77,17.75342466,1.006493506
13/4/1997,97,4,13,782,834,1,834,28,0,0,60,1,87.8,77.5,30.7,945.0994617,6006.25,10.3,52,52,20.56934932,1.688461538
21/7/1997,97,7,21,834,933,1,933,28,0,0,60,1,90,87.8,41,1684.484344,7708.84,2.2,99,99,26.40013699,0.909090909
16/10/1997,97,10,16,933,1020,1,1020,26,-2,0,60,1,108.1,90,43.2,1869.911212,8100,18.1,87,87,27.73972603,1.242528736
23/2/1998,98,2,23,1020,1149,1,1149,29,1,0,60,1,114,108.1,61.3,3762.898626,11685.61,5.9,130,129,40.01921233,0.876923077
24/7/1995,95,7,24,162,205,1,205,26,-2,2,61,2,8,6.6,-40.2,1612.627216,43.56,1.4,43,43,0.149178082,0.186046512
10/8/1995,95,8,10,205,222,1,222,26,-2,2,61,2,9.5,8,-38.8,1502.146132,64,1.5,17,17,0.219178082,0.558823529
21/9/1995,95,9,21,222,264,1,264,28,0,1,61,2,11.4,9.5,-37.3,1388.123542,90.25,1.9,42,42,0.309075342,0.271428571
18/10/1995,95,10,18,264,291,1,291,27,-1,1,61,2,12.7,11.4,-35.4,1250.154928,129.96,1.3,27,27,0.445068493,0.47037037
9/11/1995,95,11,9,291,313,1,313,28,0,1,61,2,14.8,12.7,-34.1,1159.91535,161.29,2.1,22,22,0.552363014,0.672727273
8/12/1995,95,12,8,313,342,1,342,28,0,1,61,2,16.6,14.8,-32,1021.283724,219.04,1.8,29,29,0.750136986,0.572413793
21/1/1996,96,1,21,342,386,1,386,28,0,1,61,2,22.5,16.6,-30.2,909.4766157,275.56,5.9,44,44,0.94369863,0.511363636
25/3/1996,96,3,25,386,450,1,450,28,0,1,61,2,30.7,22.5,-24.3,588.4277617,506.25,8.2,64,64,1.733732877,0.4796875
30/4/1996,96,4,30,450,486,1,486,28,0,1,61,2,36.4,30.7,-16.1,257.8442697,942.49,5.7,36,36,3.227705479,1.011111111
6/9/1996,96,9,6,486,615,1,615,26,-2,0,61,2,47.7,36.4,-10.4,107.2784277,1324.96,11.3,129,129,4.537534247,0.369767442
20/2/1997,97,2,20,615,782,1,782,28,0,0,61,2,61,47.7,0.9,0.888249701,2275.29,13.3,167,167,7.792089041,0.365269461
6/4/1997,97,4,6,782,827,1,827,28,0,0,61,2,67.7,61,14.2,202.8479517,3721,6.7,45,45,12.74315068,1.504444444
31/12/1997,97,12,31,827,1096,1,1096,29,1,0,61,2,107.8,67.7,20.9,438.5870497,4583.29,40.1,269,269,15.69619863,0.400743494
24/2/1998,98,2,24,1096,1151,1,1151,29,1,0,61,2,115,107.8,61,3726.183144,11620.84,7.2,55,55,39.79739726,2.090909091
27/4/1999,99,4,27,1151,1578,1,1578,28,0,0,61,2,143.4,115,68.2,4657.034712,13225,28.4,427,427,45.29109589,0.335831382
24/7/1995,95,7,24,161,205,1,205,26,-2,2,62,2,10.6,6.5,-40.3,1620.668722,42.25,4.1,44,44,0.144691781,0.240909091
9/8/1995,95,8,9,205,221,1,221,26,-2,2,62,2,12.9,10.6,-36.2,1307.366976,112.36,2.3,16,16,0.384794521,0.80625
17/7/1995,95,7,17,161,198,1,198,26,-2,2,63,2,8.1,6.6,-40.2,1612.627216,43.56,1.5,37,37,0.149178082,0.218918919
29/7/1995,95,7,29,198,210,1,210,26,-2,2,63,2,9.8,8.1,-38.7,1494.404626,65.61,1.7,12,12,0.224691781,0.816666667
16/8/1995,95,8,16,210,228,1,228,26,-2,2,63,2,12,9.8,-37,1365.859024,96.04,2.2,18,18,0.32890411,0.666666667
15/9/1995,95,9,15,228,258,1,258,28,0,1,63,2,13.7,12,-34.8,1208.085892,144,1.7,30,30,0.493150685,0.456666667
9/10/1995,95,10,9,258,282,1,282,28,0,1,63,2,15.1,13.7,-33.1,1092.80029,187.69,1.4,24,24,0.642773973,0.629166667
2/11/1995,95,11,2,282,306,1,306,28,0,1,63,2,16.8,15.1,-31.7,1002.199206,228.01,1.7,24,24,0.780856164,0.7
16/1/1996,96,1,16,306,381,1,381,28,0,1,63,2,28.4,16.8,-30,897.4536037,282.24,11.6,75,75,0.966575342,0.378666667
1/4/1996,96,4,1,381,457,1,457,28,0,1,63,2,40,28.4,-18.4,336.9989077,806.56,11.6,76,76,2.762191781,0.526315789
11/7/1996,96,7,11,457,558,1,558,26,-2,6,63,2,52.4,40,-6.8,45.6642117,1600,12.4,101,101,5.479452055,0.518811881
20/7/1995,95,7,20,162,201,1,201,26,-2,2,64,1,7.9,6.5,-40.3,1620.668722,42.25,1.4,39,39,0.144691781,0.202564103
2/8/1995,95,8,2,201,214,1,214,26,-2,2,64,1,9,7.9,-38.9,1509.907638,62.41,1.1,13,13,0.213732877,0.692307692
12/9/1995,95,9,12,214,255,1,255,28,0,2,64,1,10.7,9,-37.8,1425.631072,81,1.7,41,41,0.27739726,0.26097561
21/7/1995,95,7,21,162,202,1,202,26,-2,2,65,2,8.5,6.3,-40.5,1636.811734,39.69,2.2,40,40,0.135924658,0.2125
6/8/1995,95,8,6,202,218,1,218,26,-2,2,65,2,9.8,8.5,-38.3,1463.638602,72.25,1.3,16,16,0.247431507,0.6125
19/8/1995,95,9,19,218,262,1,262,28,0,2,65,2,13,9.8,-37,1365.859024,96.04,3.2,44,44,0.32890411,0.295454545
19/10/1995,95,10,19,262,292,1,292,27,-1,2,65,2,14.6,13,-33.8,1139.570832,169,1.6,30,30,0.578767123,0.486666667
19/12/1995,95,12,19,292,353,1,353,28,0,2,65,2,19.4,14.6,-32.2,1034.106736,213.16,4.8,61,61,0.73,0.318032787
21/1/1996,96,1,21,353,386,1,386,28,0,2,65,2,22.4,19.4,-27.4,748.4344477,376.36,3,33,33,1.28890411,0.678787879
19/3/1996,96,3,19,386,444,1,444,27,-1,2,65,2,31.5,22.4,-24.4,593.2892677,501.76,9.1,58,58,1.718356164,0.543103448
27/4/1996,96,4,27,444,483,1,483,28,0,2,65,2,37.5,31.5,-15.3,232.7922217,992.25,6,39,39,3.398116438,0.961538462
12/7/1996,96,7,12,483,559,1,559,25,-3,6,65,2,42,37.5,-9.3,85.7018617,1406.25,4.5,76,76,4.815924658,0.552631579
3/9/1996,96,9,3,559,612,1,612,26,-2,0,65,2,50,42,-4.8,22.6340917,1764,8,53,53,6.04109589,0.943396226
28/1/1997,97,1,28,612,759,1,759,28,0,0,65,2,62.5,50,3.2,10.5136117,2500,12.5,147,147,8.561643836,0.425170068
24/7/1995,95,7,24,162,205,1,205,26,-2,2,66,2,8,6.6,-40.2,1612.627216,43.56,1.4,43,43,0.149178082,0.186046512
8/8/1995,95,8,8,205,220,1,220,26,-2,2,66,2,9.9,8,-38.8,1502.146132,64,1.9,15,15,0.219178082,0.66
19/9/1995,95,9,19,220,262,1,262,28,0,2,66,2,10.8,9.9,-36.9,1358.477518,98.01,0.9,42,42,0.335650685,0.257142857
20/10/1995,95,10,20,262,293,1,293,27,-1,2,66,2,10.9,10.8,-36,1292.943964,116.64,0.1,31,31,0.399452055,0.351612903
11/12/1995,95,12,11,293,345,1,345,28,0,2,66,2,13.5,10.9,-35.9,1285.762458,118.81,2.6,52,52,0.406883562,0.259615385
21/1/1996,96,1,21,345,386,1,386,28,0,2,66,2,17.6,13.5,-33.3,1106.063302,182.25,4.1,41,41,0.624143836,0.429268293
12/3/1996,96,3,12,386,437,1,437,28,0,2,66,2,23.6,17.6,-29.2,850.1615557,309.76,6,51,51,1.060821918,0.462745098
9/4/1996,96,4,9,437,465,1,465,28,0,2,66,2,27.3,23.6,-23.2,536.2711957,556.96,3.7,28,28,1.90739726,0.975
14/5/1996,96,5,14,465,500,1,500,28,0,2,66,2,31.6,27.3,-19.5,378.5954737,745.29,4.3,35,35,2.552363014,0.902857143
11/8/1996,96,8,11,500,589,1,589,26,-2,0,66,2,52.8,31.6,-15.2,229.7507157,998.56,21.2,89,89,3.419726027,0.593258427
8/10/1995,95,10,8,150,281,1,281,28,0,0,101,1,158.3,154.4,107.6,11586.90135,23839.36,3.9,131,131,81.64164384,1.208396947
7/9/1995,95,9,7,139,250,1,250,26,-2,0,102,2,108.5,99.3,52.5,2760.711154,9860.49,9.2,111,111,33.76880137,0.977477477
21/11/1995,95,11,21,250,325,1,325,28,0,0,102,2,117.5,108.5,61.7,3812.132602,11772.25,9,75,75,40.31592466,1.566666667
10/4/1996,96,4,10,325,466,1,466,26,-2,0,102,2,123.2,117.5,70.7,5004.497062,13806.25,5.7,141,141,47.28167808,0.873758865
21/8/1996,96,8,21,466,599,1,599,26,-2,0,102,2,132,123.2,76.4,5843.45122,15178.24,8.8,133,133,51.98027397,0.992481203
4/2/1997,97,2,4,599,766,1,766,28,0,0,102,2,135,132,85.2,7266.278692,17424,3,167,167,59.67123288,0.808383234
31/3/1997,97,3,31,766,821,1,821,28,0,0,102,2,137,135,88.2,7786.733512,18225,2,55,55,62.41438356,2.490909091
15/9/1997,97,9,15,821,989,1,989,26,-2,0,102,2,142,137,90.2,8143.703392,18769,5,168,168,64.27739726,0.845238095
31/7/1995,95,7,31,107,212,1,212,26,-2,0,103,2,94.4,82,35.2,1242.031692,6724,12.4,105,105,23.02739726,0.899047619
21/11/1995,95,11,21,212,325,1,325,28,0,0,103,2,100.2,94.4,47.6,2269.804948,8911.36,5.8,113,113,30.51835616,0.886725664
11/3/1996,96,3,11,325,436,1,436,28,0,0,103,2,109,100.2,53.4,2856.0976,10040.04,8.8,111,111,34.38369863,0.981981982
14/1/1997,97,1,14,576,745,1,745,28,0,0,106,2,93,82.5,35.7,1277.524162,6806.25,10.5,169,169,23.30907534,0.550295858
28/3/1997,97,3,28,745,818,1,818,28,0,0,106,2,102.4,93,46.2,2138.366032,8649,9.4,73,73,29.61986301,1.402739726
26/8/1997,97,8,26,818,969,1,969,27,-1,0,106,2,120.7,102.4,55.6,3096.084468,10485.76,18.3,151,151,35.91013699,0.799337748
26/2/1998,98,2,26,969,1153,1,1153,29,1,0,106,2,132.3,120.7,73.9,5467.48887,14568.49,23.8,184,184,40.31592466,0.719021739
27/3/1997,97,3,27,584,817,1,817,28,0,0,108,2,104.1,80.3,33.5,1125.097294,6448.09,23.8,233,233,22.0825,0.446781116
1/9/1997,97,9,1,817,975,1,975,27,-1,0,108,2,116,104.1,57.3,3288.158866,10836.81,11.9,158,158,37.11236301,0.734177215
11/1/1998,98,1,11,975,1107,1,1107,30,2,0,108,2,128.4,116,69.2,4794.519652,13456,12.4,132,132,46.08219178,0.972727273
14/1/1997,97,1,14,587,745,1,745,28,0,0,109,1,110,105.2,58.4,3415.5223,11067.04,4.8,158,158,37.90082192,0.696202532
8/4/1997,97,4,8,745,829,1,829,28,0,0,109,1,111,110,63.2,3999.610012,12100,1,84,84,41.43835616,1.321428571
29/8/1997,97,8,29,829,972,1,972,27,-1,0,109,1,116.4,111,64.2,4127.094952,12321,5.4,143,143,42.19520548,0.813986014
28/11/1997,97,11,28,972,1063,1,1063,26,-2,0,109,1,123,116.4,69.6,4850.073628,13548.96,6.6,91,91,46.40054795,1.351648352
27/3/1997,97,3,27,601,817,1,817,28,0,0,113,2,104.6,81.6,34.8,1213.997716,6658.56,23,216,216,22.80328767,0.484259259
14/10/1997,97,10,14,817,1018,1,1018,26,-2,0,113,2,120.6,104.6,57.8,3345.751336,10941.16,16,201,201,37.46972603,0.6
9/1/1998,98,1,9,1018,1105,1,1105,30,2,0,113,2,131,120.6,73.8,5452.710376,14544.36,10.4,87,87,49.80945205,1.505747126
13/4/1998,98,4,13,1105,1199,1,1199,28,0,0,113,2,133.3,131,84.2,7096.793752,17161,2.3,94,94,58.77054795,1.418085106
20/4/1997,97,4,20,602,841,1,841,28,0,0,114,2,92,79.6,32.8,1078.627836,6336.16,12.4,240,239,21.69917808,0.383333333
7/4/1997,97,4,7,602,828,1,828,28,0,0,115,2,92.2,75.5,28.7,826.1295817,5700.25,16.7,226,226,19.52140411,0.407964602
25/8/1997,97,8,25,828,968,1,968,27,-1,0,115,2,110.4,92.2,45.4,2065.01808,8500.84,18.2,140,140,29.11246575,0.788571429
10/2/1998,98,2,10,968,1137,1,1137,29,1,0,115,2,124.5,110.4,63.6,4050.363988,12188.16,14.1,150,169,41.74027397,0.83
21/4/1998,98,4,21,1137,1207,1,1207,28,0,0,115,2,127.4,124.5,77.7,6043.891642,15500.25,2.9,70,70,53.08304795,1.82
26/2/1997,97,2,26,606,788,1,788,28,0,0,116,1,104,101.3,54.5,2974.881034,10261.69,2.7,182,182,35.14277397,0.571428571
3/2/1997,97,2,3,615,765,1,765,28,0,0,118,1,83,70.6,23.8,568.4633757,4984.36,12.4,150,150,17.06972603,0.553333333
31/1/1997,97,1,31,618,762,1,762,28,0,0,120,1,105.6,103,56.2,3163.215432,10609,2.6,144,144,36.33219178,0.733333333
10/9/1997,97,9,10,621,984,1,984,26,-2,0,121,1,110.8,94,46.9,2203.59549,8779.69,17.1,363,363,30.06743151,0.30523416
15/12/1997,97,12,15,984,1080,1,1080,30,2,0,121,1,120,110.8,64,4101.437964,12276.64,9.2,96,96,42.04328767,1.25
22/8/1998,98,8,22,1080,1330,1,1330,28,0,0,121,1,133.3,120,73.2,5364.459412,14400,13.3,250,250,49.31506849,0.5332
23/3/1998,98,3,23,644,1178,1,1178,28,0,0,123,2,134,75.6,28.8,831.8880757,5715.36,58.4,535,534,19.57315068,0.25046729
14/3/1998,98,3,14,646,1169,1,1169,28,0,0,124,1,107,68.4,21.6,468.3965077,4678.56,38.6,524,523,16.02246575,0.204198473
30/6/1999,99,6,30,1169,1642,1,1642,28,0,0,124,1,131.3,107,60.2,3629.155192,11449,24.3,473,473,39.20890411,0.277589852
27/4/1998,98,4,27,828,1213,1,1213,28,0,0,125,2,125,96,49.2,2424.820852,9216,29,385,385,31.56164384,0.324675325
